location,name,freq,weighting,n_factors,date,ret
usa,accruals,monthly,vw_cap,6,1955-11-30,-0.00842250069396325
usa,accruals,monthly,vw_cap,6,1955-12-31,-0.0000362016084835727
usa,accruals,monthly,vw_cap,6,1956-01-31,0.00815843074269575
usa,accruals,monthly,vw_cap,6,1956-02-29,-0.000580677912509261
usa,accruals,monthly,vw_cap,6,1956-03-31,-0.011546189082471
usa,accruals,monthly,vw_cap,6,1956-04-30,-0.00257456074845079
usa,accruals,monthly,vw_cap,6,1956-05-31,0.00142806806134002
usa,accruals,monthly,vw_cap,6,1956-06-30,-0.00835966778418017
usa,accruals,monthly,vw_cap,6,1956-07-31,0.0012583359210795
usa,accruals,monthly,vw_cap,6,1956-08-31,0.00236722604823481
usa,accruals,monthly,vw_cap,6,1956-09-30,0.00790852264425017
usa,accruals,monthly,vw_cap,6,1956-10-31,-0.00341558874233884
usa,accruals,monthly,vw_cap,6,1956-11-30,0.00785835976322231
usa,accruals,monthly,vw_cap,6,1956-12-31,0.00225418749203655
usa,accruals,monthly,vw_cap,6,1957-01-31,-0.00340751616725716
usa,accruals,monthly,vw_cap,6,1957-02-28,0.0109893547242365
usa,accruals,monthly,vw_cap,6,1957-03-31,-0.00250781602173211
usa,accruals,monthly,vw_cap,6,1957-04-30,0.00329594772530897
usa,accruals,monthly,vw_cap,6,1957-05-31,-0.00118976906825016
usa,accruals,monthly,vw_cap,6,1957-06-30,-0.00113748005147608
usa,accruals,monthly,vw_cap,6,1957-07-31,0.013408189158061
usa,accruals,monthly,vw_cap,6,1957-08-31,0.00787526613661927
usa,accruals,monthly,vw_cap,6,1957-09-30,0.014311204711123
usa,accruals,monthly,vw_cap,6,1957-10-31,0.000122252406164647
usa,accruals,monthly,vw_cap,6,1957-11-30,-0.00450160165470732
usa,accruals,monthly,vw_cap,6,1957-12-31,0.0198885348023828
usa,accruals,monthly,vw_cap,6,1958-01-31,-0.0119800429696339
usa,accruals,monthly,vw_cap,6,1958-02-28,0.0156454379937622
usa,accruals,monthly,vw_cap,6,1958-03-31,0.0149479960832909
usa,accruals,monthly,vw_cap,6,1958-04-30,0.0139091468538849
usa,accruals,monthly,vw_cap,6,1958-05-31,-0.00729317305306427
usa,accruals,monthly,vw_cap,6,1958-06-30,-0.00205846052693465
usa,accruals,monthly,vw_cap,6,1958-07-31,-0.0102673697499706
usa,accruals,monthly,vw_cap,6,1958-08-31,-0.00111441316974346
usa,accruals,monthly,vw_cap,6,1958-09-30,-0.00118695626509391
usa,accruals,monthly,vw_cap,6,1958-10-31,-0.0117005579991252
usa,accruals,monthly,vw_cap,6,1958-11-30,0.00703694574555506
usa,accruals,monthly,vw_cap,6,1958-12-31,0.00974864620974448
usa,accruals,monthly,vw_cap,6,1959-01-31,-0.000505266551731191
usa,accruals,monthly,vw_cap,6,1959-02-28,-0.00727772485272163
usa,accruals,monthly,vw_cap,6,1959-03-31,0.00594737054206528
usa,accruals,monthly,vw_cap,6,1959-04-30,0.0135605126443972
usa,accruals,monthly,vw_cap,6,1959-05-31,0.0104509323627118
usa,accruals,monthly,vw_cap,6,1959-06-30,-0.00735593731874806
usa,accruals,monthly,vw_cap,6,1959-07-31,0.00160266224872326
usa,accruals,monthly,vw_cap,6,1959-08-31,0.00774309921596224
usa,accruals,monthly,vw_cap,6,1959-09-30,0.00701343986367468
usa,accruals,monthly,vw_cap,6,1959-10-31,0.00473035084099782
usa,accruals,monthly,vw_cap,6,1959-11-30,-0.00540408546008621
usa,accruals,monthly,vw_cap,6,1959-12-31,0.0047950205176626
usa,accruals,monthly,vw_cap,6,1960-01-31,-0.00168040497258604
usa,accruals,monthly,vw_cap,6,1960-02-29,0.0127397162915564
usa,accruals,monthly,vw_cap,6,1960-03-31,-0.0065474056067184
usa,accruals,monthly,vw_cap,6,1960-04-30,0.0156986503233555
usa,accruals,monthly,vw_cap,6,1960-05-31,-0.0123732638018856
usa,accruals,monthly,vw_cap,6,1960-06-30,0.0119545406175087
usa,accruals,monthly,vw_cap,6,1960-07-31,0.00979037862986665
usa,accruals,monthly,vw_cap,6,1960-08-31,0.00510632488587101
usa,accruals,monthly,vw_cap,6,1960-09-30,0.00563185118072966
usa,accruals,monthly,vw_cap,6,1960-10-31,0.0115980207754032
usa,accruals,monthly,vw_cap,6,1960-11-30,-0.00995404922344118
usa,accruals,monthly,vw_cap,6,1960-12-31,-0.00238137316924796
usa,accruals,monthly,vw_cap,6,1961-01-31,-0.00473436719423389
usa,accruals,monthly,vw_cap,6,1961-02-28,-0.015134128659326
usa,accruals,monthly,vw_cap,6,1961-03-31,0.00146387336643685
usa,accruals,monthly,vw_cap,6,1961-04-30,0.00431852829765495
usa,accruals,monthly,vw_cap,6,1961-05-31,-0.00844223293103367
usa,accruals,monthly,vw_cap,6,1961-06-30,0.011365518030833
usa,accruals,monthly,vw_cap,6,1961-07-31,0.00769922724155509
usa,accruals,monthly,vw_cap,6,1961-08-31,-0.00372236598533398
usa,accruals,monthly,vw_cap,6,1961-09-30,0.00288514422793848
usa,accruals,monthly,vw_cap,6,1961-10-31,0.0260574587829552
usa,accruals,monthly,vw_cap,6,1961-11-30,-0.00414752289437864
usa,accruals,monthly,vw_cap,6,1961-12-31,0.00941484446919302
usa,accruals,monthly,vw_cap,6,1962-01-31,0.0171108423870863
usa,accruals,monthly,vw_cap,6,1962-02-28,-0.00550982760438206
usa,accruals,monthly,vw_cap,6,1962-03-31,0.00564489041588322
usa,accruals,monthly,vw_cap,6,1962-04-30,0.00540433320242429
usa,accruals,monthly,vw_cap,6,1962-05-31,0.0182678388467724
usa,accruals,monthly,vw_cap,6,1962-06-30,0.0191358325599227
usa,accruals,monthly,vw_cap,6,1962-07-31,-0.00481311878668459
usa,accruals,monthly,vw_cap,6,1962-08-31,-0.00735619866812552
usa,accruals,monthly,vw_cap,6,1962-09-30,0.00648169439399674
usa,accruals,monthly,vw_cap,6,1962-10-31,0.00797432658132534
usa,accruals,monthly,vw_cap,6,1962-11-30,-0.00370582529255662
usa,accruals,monthly,vw_cap,6,1962-12-31,0.0021214578534367
usa,accruals,monthly,vw_cap,6,1963-01-31,0.000691188489819958
usa,accruals,monthly,vw_cap,6,1963-02-28,0.00826670718506128
usa,accruals,monthly,vw_cap,6,1963-03-31,0.00263317495314252
usa,accruals,monthly,vw_cap,6,1963-04-30,0.0146644911721161
usa,accruals,monthly,vw_cap,6,1963-05-31,0.00671385533651206
usa,accruals,monthly,vw_cap,6,1963-06-30,-0.00165857900848628
usa,accruals,monthly,vw_cap,6,1963-07-31,-0.00148456979205793
usa,accruals,monthly,vw_cap,6,1963-08-31,0.000427837094040988
usa,accruals,monthly,vw_cap,6,1963-09-30,0.0021583389458387
usa,accruals,monthly,vw_cap,6,1963-10-31,0.0155570993965521
usa,accruals,monthly,vw_cap,6,1963-11-30,-0.00784987383326565
usa,accruals,monthly,vw_cap,6,1963-12-31,0.0182484741414623
usa,accruals,monthly,vw_cap,6,1964-01-31,0.00940634594294007
usa,accruals,monthly,vw_cap,6,1964-02-29,0.00873296673416534
usa,accruals,monthly,vw_cap,6,1964-03-31,0.0140122547309011
usa,accruals,monthly,vw_cap,6,1964-04-30,-0.0091430427869485
usa,accruals,monthly,vw_cap,6,1964-05-31,-0.000291350557172718
usa,accruals,monthly,vw_cap,6,1964-06-30,-0.00357385631951949
usa,accruals,monthly,vw_cap,6,1964-07-31,0.00311891534137578
usa,accruals,monthly,vw_cap,6,1964-08-31,0.000595189037326225
usa,accruals,monthly,vw_cap,6,1964-09-30,0.00351924606406511
usa,accruals,monthly,vw_cap,6,1964-10-31,0.00466279559322239
usa,accruals,monthly,vw_cap,6,1964-11-30,-0.00139296064852274
usa,accruals,monthly,vw_cap,6,1964-12-31,-0.0115724221316426
usa,accruals,monthly,vw_cap,6,1965-01-31,-0.00442120507896743
usa,accruals,monthly,vw_cap,6,1965-02-28,0.000868580079352783
usa,accruals,monthly,vw_cap,6,1965-03-31,0.00258323642529018
usa,accruals,monthly,vw_cap,6,1965-04-30,-0.0105757944693705
usa,accruals,monthly,vw_cap,6,1965-05-31,0.00563531595912925
usa,accruals,monthly,vw_cap,6,1965-06-30,0.00254264730887677
usa,accruals,monthly,vw_cap,6,1965-07-31,0.00900077857572902
usa,accruals,monthly,vw_cap,6,1965-08-31,-0.00449278836557542
usa,accruals,monthly,vw_cap,6,1965-09-30,0.000305524251300658
usa,accruals,monthly,vw_cap,6,1965-10-31,0.00172209887473943
usa,accruals,monthly,vw_cap,6,1965-11-30,0.00876781138782908
usa,accruals,monthly,vw_cap,6,1965-12-31,-0.00548381395002194
usa,accruals,monthly,vw_cap,6,1966-01-31,0.00216867773638649
usa,accruals,monthly,vw_cap,6,1966-02-28,-0.0067647574193134
usa,accruals,monthly,vw_cap,6,1966-03-31,0.0087791625830823
usa,accruals,monthly,vw_cap,6,1966-04-30,0.00424887753369776
usa,accruals,monthly,vw_cap,6,1966-05-31,0.00433487895200044
usa,accruals,monthly,vw_cap,6,1966-06-30,-0.00105568292385375
usa,accruals,monthly,vw_cap,6,1966-07-31,0.00866872352131907
usa,accruals,monthly,vw_cap,6,1966-08-31,0.00352238286842897
usa,accruals,monthly,vw_cap,6,1966-09-30,0.0178181973731771
usa,accruals,monthly,vw_cap,6,1966-10-31,0.0192485330215858
usa,accruals,monthly,vw_cap,6,1966-11-30,-0.0212686389439965
usa,accruals,monthly,vw_cap,6,1966-12-31,-0.00473232071077018
usa,accruals,monthly,vw_cap,6,1967-01-31,-0.0107059082712894
usa,accruals,monthly,vw_cap,6,1967-02-28,-0.00628770249661073
usa,accruals,monthly,vw_cap,6,1967-03-31,-0.0059507555804133
usa,accruals,monthly,vw_cap,6,1967-04-30,-0.00571457336452634
usa,accruals,monthly,vw_cap,6,1967-05-31,0.00468875112088108
usa,accruals,monthly,vw_cap,6,1967-06-30,-0.00786897441478113
usa,accruals,monthly,vw_cap,6,1967-07-31,0.00661042071729739
usa,accruals,monthly,vw_cap,6,1967-08-31,0.0041532185599348
usa,accruals,monthly,vw_cap,6,1967-09-30,-0.012410248146832
usa,accruals,monthly,vw_cap,6,1967-10-31,-0.00436528452575815
usa,accruals,monthly,vw_cap,6,1967-11-30,-0.00429278185969607
usa,accruals,monthly,vw_cap,6,1967-12-31,0.00930756242376947
usa,accruals,monthly,vw_cap,6,1968-01-31,0.0376887377252597
usa,accruals,monthly,vw_cap,6,1968-02-29,0.0139714451079068
usa,accruals,monthly,vw_cap,6,1968-03-31,-0.00559424423799844
usa,accruals,monthly,vw_cap,6,1968-04-30,-0.0198149809252565
usa,accruals,monthly,vw_cap,6,1968-05-31,-0.0131594696830753
usa,accruals,monthly,vw_cap,6,1968-06-30,0.0140575257533115
usa,accruals,monthly,vw_cap,6,1968-07-31,0.0202727011874371
usa,accruals,monthly,vw_cap,6,1968-08-31,0.0166727173875142
usa,accruals,monthly,vw_cap,6,1968-09-30,0.00168531881675565
usa,accruals,monthly,vw_cap,6,1968-10-31,0.00658185281415689
usa,accruals,monthly,vw_cap,6,1968-11-30,-0.0107085274171107
usa,accruals,monthly,vw_cap,6,1968-12-31,0.0077072096110747
usa,accruals,monthly,vw_cap,6,1969-01-31,0.00696712398406933
usa,accruals,monthly,vw_cap,6,1969-02-28,0.0103147579588191
usa,accruals,monthly,vw_cap,6,1969-03-31,-0.0031908376908422
usa,accruals,monthly,vw_cap,6,1969-04-30,-0.00139749397002811
usa,accruals,monthly,vw_cap,6,1969-05-31,0.00480135595631088
usa,accruals,monthly,vw_cap,6,1969-06-30,0.0103828100996324
usa,accruals,monthly,vw_cap,6,1969-07-31,0.0139028547887313
usa,accruals,monthly,vw_cap,6,1969-08-31,-0.0122600656818513
usa,accruals,monthly,vw_cap,6,1969-09-30,0.00527711568996465
usa,accruals,monthly,vw_cap,6,1969-10-31,-0.0075511971326981
usa,accruals,monthly,vw_cap,6,1969-11-30,0.0077058747956038
usa,accruals,monthly,vw_cap,6,1969-12-31,-0.0024150404178555
usa,accruals,monthly,vw_cap,6,1970-01-31,0.0243639380832271
usa,accruals,monthly,vw_cap,6,1970-02-28,0.00742946445666266
usa,accruals,monthly,vw_cap,6,1970-03-31,0.0263893926372153
usa,accruals,monthly,vw_cap,6,1970-04-30,0.0471510593160267
usa,accruals,monthly,vw_cap,6,1970-05-31,0.0239488432811135
usa,accruals,monthly,vw_cap,6,1970-06-30,0.0200969350121418
usa,accruals,monthly,vw_cap,6,1970-07-31,0.011468534264596
usa,accruals,monthly,vw_cap,6,1970-08-31,-0.0102835979794634
usa,accruals,monthly,vw_cap,6,1970-09-30,-0.0275049028474329
usa,accruals,monthly,vw_cap,6,1970-10-31,0.0166414901840296
usa,accruals,monthly,vw_cap,6,1970-11-30,0.0111292724785625
usa,accruals,monthly,vw_cap,6,1970-12-31,0.00429000773971118
usa,accruals,monthly,vw_cap,6,1971-01-31,-0.000225415222349507
usa,accruals,monthly,vw_cap,6,1971-02-28,-0.000211303393089924
usa,accruals,monthly,vw_cap,6,1971-03-31,-0.0127641487043895
usa,accruals,monthly,vw_cap,6,1971-04-30,-0.00773142368208237
usa,accruals,monthly,vw_cap,6,1971-05-31,-0.00529408699505604
usa,accruals,monthly,vw_cap,6,1971-06-30,-0.0120632281668328
usa,accruals,monthly,vw_cap,6,1971-07-31,0.00975576023134114
usa,accruals,monthly,vw_cap,6,1971-08-31,0.00081348148022148
usa,accruals,monthly,vw_cap,6,1971-09-30,-0.00390212680461934
usa,accruals,monthly,vw_cap,6,1971-10-31,0.00414877712132849
usa,accruals,monthly,vw_cap,6,1971-11-30,-0.00235475261041139
usa,accruals,monthly,vw_cap,6,1971-12-31,-0.00836838026592973
usa,accruals,monthly,vw_cap,6,1972-01-31,-0.0010961530508908
usa,accruals,monthly,vw_cap,6,1972-02-29,-0.0093716367393949
usa,accruals,monthly,vw_cap,6,1972-03-31,-0.00656974718161677
usa,accruals,monthly,vw_cap,6,1972-04-30,-0.00279043030058467
usa,accruals,monthly,vw_cap,6,1972-05-31,-0.017923032096596
usa,accruals,monthly,vw_cap,6,1972-06-30,-0.00359648620976521
usa,accruals,monthly,vw_cap,6,1972-07-31,0.012080396828452
usa,accruals,monthly,vw_cap,6,1972-08-31,0.0120326307395591
usa,accruals,monthly,vw_cap,6,1972-09-30,-0.00645496973189684
usa,accruals,monthly,vw_cap,6,1972-10-31,0.0136311212591704
usa,accruals,monthly,vw_cap,6,1972-11-30,0.0102403313966776
usa,accruals,monthly,vw_cap,6,1972-12-31,-0.0105537478940839
usa,accruals,monthly,vw_cap,6,1973-01-31,0.00459068350167053
usa,accruals,monthly,vw_cap,6,1973-02-28,0.0184328174703059
usa,accruals,monthly,vw_cap,6,1973-03-31,0.0175518994960582
usa,accruals,monthly,vw_cap,6,1973-04-30,0.0301877196603926
usa,accruals,monthly,vw_cap,6,1973-05-31,0.0118463872396617
usa,accruals,monthly,vw_cap,6,1973-06-30,0.00759185097404121
usa,accruals,monthly,vw_cap,6,1973-07-31,-0.0388286262987844
usa,accruals,monthly,vw_cap,6,1973-08-31,0.002886009706526
usa,accruals,monthly,vw_cap,6,1973-09-30,-0.00335097789587403
usa,accruals,monthly,vw_cap,6,1973-10-31,0.0156623308179383
usa,accruals,monthly,vw_cap,6,1973-11-30,0.0380373544156344
usa,accruals,monthly,vw_cap,6,1973-12-31,0.0195151936969685
usa,accruals,monthly,vw_cap,6,1974-01-31,0.0132217277586289
usa,accruals,monthly,vw_cap,6,1974-02-28,0.0184502785242891
usa,accruals,monthly,vw_cap,6,1974-03-31,0.00110257770606364
usa,accruals,monthly,vw_cap,6,1974-04-30,0.00437629655267308
usa,accruals,monthly,vw_cap,6,1974-05-31,-0.00239636358551431
usa,accruals,monthly,vw_cap,6,1974-06-30,0.0131366659078103
usa,accruals,monthly,vw_cap,6,1974-07-31,0.0433873497201706
usa,accruals,monthly,vw_cap,6,1974-08-31,0.0267615232849647
usa,accruals,monthly,vw_cap,6,1974-09-30,0.0407343896268922
usa,accruals,monthly,vw_cap,6,1974-10-31,-0.0205513038506664
usa,accruals,monthly,vw_cap,6,1974-11-30,0.0139120922718438
usa,accruals,monthly,vw_cap,6,1974-12-31,0.0206211160845883
usa,accruals,monthly,vw_cap,6,1975-01-31,-0.00711432358536034
usa,accruals,monthly,vw_cap,6,1975-02-28,-0.0232373755518584
usa,accruals,monthly,vw_cap,6,1975-03-31,-0.00711468994001494
usa,accruals,monthly,vw_cap,6,1975-04-30,-0.00164719960221984
usa,accruals,monthly,vw_cap,6,1975-05-31,0.00401975921053434
usa,accruals,monthly,vw_cap,6,1975-06-30,0.00808755159605837
usa,accruals,monthly,vw_cap,6,1975-07-31,0.0138321773840542
usa,accruals,monthly,vw_cap,6,1975-08-31,0.00743410048242644
usa,accruals,monthly,vw_cap,6,1975-09-30,0.00989548393197392
usa,accruals,monthly,vw_cap,6,1975-10-31,-0.00638702142003458
usa,accruals,monthly,vw_cap,6,1975-11-30,-0.000167280259705918
usa,accruals,monthly,vw_cap,6,1975-12-31,0.0100235689373675
usa,accruals,monthly,vw_cap,6,1976-01-31,0.0129392711140851
usa,accruals,monthly,vw_cap,6,1976-02-29,0.0236151745658047
usa,accruals,monthly,vw_cap,6,1976-03-31,0.00303723948947359
usa,accruals,monthly,vw_cap,6,1976-04-30,0.00614269097908921
usa,accruals,monthly,vw_cap,6,1976-05-31,-0.00455820150637705
usa,accruals,monthly,vw_cap,6,1976-06-30,0.00413776045360079
usa,accruals,monthly,vw_cap,6,1976-07-31,0.00772414409755907
usa,accruals,monthly,vw_cap,6,1976-08-31,-0.00478574267215323
usa,accruals,monthly,vw_cap,6,1976-09-30,-0.00240102895850982
usa,accruals,monthly,vw_cap,6,1976-10-31,-0.000936932041936791
usa,accruals,monthly,vw_cap,6,1976-11-30,0.00112565783293251
usa,accruals,monthly,vw_cap,6,1976-12-31,0.0113846466537999
usa,accruals,monthly,vw_cap,6,1977-01-31,0.00673016628245124
usa,accruals,monthly,vw_cap,6,1977-02-28,0.00185891584588579
usa,accruals,monthly,vw_cap,6,1977-03-31,0.00327546151733637
usa,accruals,monthly,vw_cap,6,1977-04-30,0.0146681498286775
usa,accruals,monthly,vw_cap,6,1977-05-31,0.00144208520221895
usa,accruals,monthly,vw_cap,6,1977-06-30,-0.00597256946589488
usa,accruals,monthly,vw_cap,6,1977-07-31,-0.00647463343719947
usa,accruals,monthly,vw_cap,6,1977-08-31,-0.0111869184160688
usa,accruals,monthly,vw_cap,6,1977-09-30,-0.00129562953710119
usa,accruals,monthly,vw_cap,6,1977-10-31,0.00204046864256926
usa,accruals,monthly,vw_cap,6,1977-11-30,0.000359910413820109
usa,accruals,monthly,vw_cap,6,1977-12-31,0.00651369088331177
usa,accruals,monthly,vw_cap,6,1978-01-31,0.00197598399650767
usa,accruals,monthly,vw_cap,6,1978-02-28,0.00506001730326934
usa,accruals,monthly,vw_cap,6,1978-03-31,0.00564231596138671
usa,accruals,monthly,vw_cap,6,1978-04-30,-0.00323661037240525
usa,accruals,monthly,vw_cap,6,1978-05-31,-0.000667841468562456
usa,accruals,monthly,vw_cap,6,1978-06-30,0.00128623780606563
usa,accruals,monthly,vw_cap,6,1978-07-31,0.00365231752630952
usa,accruals,monthly,vw_cap,6,1978-08-31,-0.0120548291945196
usa,accruals,monthly,vw_cap,6,1978-09-30,0.00413046922989958
usa,accruals,monthly,vw_cap,6,1978-10-31,0.0160904476797329
